id,owner_id,owner,explanation_text,completed,target_name,type,target_assigned_role,target_special_role
1003,982,Mr.Honky,Steal a head of security's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1004,982,Mr.Honky,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
1005,983,Chloe Price,"Make an example of Semyon Hatsunov, the Security Officer. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Semyon Hatsunov,/datum/objective/target/harm,Security Officer,""
1006,983,Chloe Price,"Make an example of Ladybug Honks, the Clown. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Mr.Honky,/datum/objective/target/harm,Clown,Traitor
1007,983,Chloe Price,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1008,984,Al'tira Sh'konsen,Steal a chief engineer's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1009,984,Al'tira Sh'konsen,Steal a hand teleporter.,FAIL,"",/datum/objective/steal,"",""
1010,984,Al'tira Sh'konsen,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
1011,985,A.S.M.A.S,"Assassinate M'ark M'rshan, the Geneticist.",FAIL,M'ark M'rshan,/datum/objective/target/assassinate,Geneticist,""
1012,985,A.S.M.A.S,"Assassinate Max Russell, the Station Engineer.",FAIL,Max Russell,/datum/objective/target/assassinate,Station Engineer,""
1013,985,A.S.M.A.S,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1014,986,Shak'Ket Hessa,Steal an ablative armor vest.,FAIL,"",/datum/objective/steal,"",""
1015,986,Shak'Ket Hessa,Steal a jetpack.,FAIL,"",/datum/objective/steal,"",""
1016,986,Shak'Ket Hessa,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
1017,987,Dominick Pycroft,Steal a chief medical officer's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1018,987,Dominick Pycroft,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
1019,988,Loreto III,"Assassinate Mike Ward, the Xenoarchaeologist.",FAIL,Mike Ward,/datum/objective/target/assassinate,Xenoarchaeologist,""
1020,988,Loreto III,"Assassinate Anna Smith, the Research Director.",SUCCESS,Anna Smith,/datum/objective/target/assassinate,Research Director,""
1021,988,Loreto III,Steal a research director's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1022,988,Loreto III,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
1023,989,Vlad Korvish,Put the head of Morgan Hicks in biogel can and steal it.,FAIL,Morgan Hicks,/datum/objective/target/dehead,Scientist,""
1024,989,Vlad Korvish,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1025,990,Primary 7064,Survive in a host until the end of the round.,FAIL,"",/datum/objective/borer_survive,"",""
1026,990,Primary 7064,Reproduce at least once.,SUCCESS,"",/datum/objective/borer_reproduce,"",""
1027,990,Primary 7064,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1028,991,Secondary 5635,Survive in a host until the end of the round.,FAIL,"",/datum/objective/borer_survive,"",""
1029,991,Secondary 5635,Reproduce at least once.,SUCCESS,"",/datum/objective/borer_reproduce,"",""
1030,991,Secondary 5635,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1031,992,Secondary 8895,Survive in a host until the end of the round.,FAIL,"",/datum/objective/borer_survive,"",""
1032,992,Secondary 8895,Reproduce at least once.,FAIL,"",/datum/objective/borer_reproduce,"",""
1033,992,Secondary 8895,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1034,995,Maya Foxova,You are hungry. Eat as much food as you can find.,SUCCESS,"",/datum/objective/abductee/yumyum,"",""
1035,996,Tyler Renton,You have been enlightened. This knowledge must not escape. Ensure nobody else can become enlightened.,SUCCESS,"",/datum/objective/abductee/prevent,"",""
1036,997,Efim Malcev,"Replace all the floor tiles with carpeting, wooden boards, or grass.",SUCCESS,"",/datum/objective/abductee/floors,"",""
1037,998,Valeriy Krakov,Replace all normal windows with reinforced windows.,SUCCESS,"",/datum/objective/abductee/window,"",""
1038,999,Horack Doik,Defect from your employer.,SUCCESS,"",/datum/objective/abductee/defect,"",""
1039,1000,Norman Normans,You are secretly an android. Interface with as many machines as you can to boost your own power.,SUCCESS,"",/datum/objective/abductee/machine,"",""
1040,1003,Sivean Doulson,"Make an example of Artem Byblikov, the Xenoarchaeologist. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Artem Byblikov,/datum/objective/target/harm,Xenoarchaeologist,""
1041,1003,Sivean Doulson,Steal the station blueprints.,SUCCESS,"",/datum/objective/steal,"",""
1042,1003,Sivean Doulson,Steal the captain's pinpointer.,FAIL,"",/datum/objective/steal,"",""
1043,1003,Sivean Doulson,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1044,1004,Gage Straub,Steal a head of security's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1045,1004,Gage Straub,Steal a pair of magboots.,SUCCESS,"",/datum/objective/steal,"",""
1046,1004,Gage Straub,Steal an ablative armor vest.,SUCCESS,"",/datum/objective/steal,"",""
1047,1004,Gage Straub,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1048,1005,Arielle Ward,Steal a research director's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1049,1005,Arielle Ward,Steal 28 moles of phoron (full tank).,FAIL,"",/datum/objective/steal,"",""
1050,1005,Arielle Ward,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1051,1006,Steven Koolen,Steal a head of personnel's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1052,1006,Steven Koolen,Steal 28 moles of phoron (full tank).,SUCCESS,"",/datum/objective/steal,"",""
1053,1006,Steven Koolen,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
1054,1007,Sivean Doulson,Steal a chief engineer's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1055,1007,Sivean Doulson,Steal a head of personnel's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1056,1007,Sivean Doulson,Steal the captain's antique laser gun.,FAIL,"",/datum/objective/steal,"",""
1057,1007,Sivean Doulson,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
1058,1009,Matteo Messina,Steal the hypospray.,SUCCESS,"",/datum/objective/steal,"",""
1059,1009,Matteo Messina,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1060,1010,Harvey Powers,Steal the captain's antique laser gun.,SUCCESS,"",/datum/objective/steal,"",""
1061,1010,Harvey Powers,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
1062,1011,Al'tira Sh'konsen,Steal a head of personnel's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1063,1011,Al'tira Sh'konsen,Steal a chief medical officer's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1064,1011,Al'tira Sh'konsen,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1065,1012,Seamon Light,Steal a pair of magboots.,SUCCESS,"",/datum/objective/steal,"",""
1066,1012,Seamon Light,"Make an example of Noorr Orrvashi, the Shaft Miner. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Noorr Orrvashi,/datum/objective/target/harm,Shaft Miner,""
1067,1012,Seamon Light,"Assassinate Al'tira Sh'konsen, the Recycler.",SUCCESS,Al'tira Sh'konsen,/datum/objective/target/assassinate,Recycler,Traitor
1068,1012,Seamon Light,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1069,1013,Jackson Taggart,Steal a functional AI.,FAIL,"",/datum/objective/steal,"",""
1070,1013,Jackson Taggart,"Make an example of Al'tira Sh'konsen, the Recycler. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Al'tira Sh'konsen,/datum/objective/target/harm,Recycler,Traitor
1071,1013,Jackson Taggart,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1072,1014,Jacob Stroh,Steal the station blueprints.,SUCCESS,"",/datum/objective/steal,"",""
1073,1014,Jacob Stroh,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1074,1015,Mack Nickson,Steal an ablative armor vest.,SUCCESS,"",/datum/objective/steal,"",""
1075,1015,Mack Nickson,Steal a research director's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1076,1015,Mack Nickson,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1077,1022,Druk Miller,"Assassinate Edward Brown, the Chef.",SUCCESS,Edward Brown,/datum/objective/target/assassinate,Chef,""
1078,1022,Druk Miller,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
1079,1023,Matthew Parsons,Steal a head of security's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1080,1023,Matthew Parsons,"Make an example of Melony Campbell, the Chef. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Melony Campbell,/datum/objective/target/harm,Chef,Traitor
1081,1023,Matthew Parsons,Steal a chief medical officer's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1082,1023,Matthew Parsons,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1083,1024,Liam O'Shea,"Assassinate Alan Ward, the Research Director.",FAIL,Alan Ward,/datum/objective/target/assassinate,Research Director,""
1084,1024,Liam O'Shea,Steal a captain's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1085,1024,Liam O'Shea,Steal a head of personnel's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1086,1024,Liam O'Shea,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1087,1025,Melony Campbell,"Assassinate Liam O'Shea, the Chief Medical Officer.",FAIL,Liam O'Shea,/datum/objective/target/assassinate,Chief Medical Officer,Traitor
1088,1025,Melony Campbell,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
1089,1026,Alfred Donkin,"Assassinate Larry Barret, the Medical Intern.",FAIL,Larry Barret,/datum/objective/target/assassinate,Medical Intern,""
1090,1026,Alfred Donkin,Steal a chief engineer's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1091,1026,Alfred Donkin,"Assassinate Misha Comrade, the Virologist.",FAIL,Misha Comrade,/datum/objective/target/assassinate,Virologist,""
1092,1026,Alfred Donkin,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1093,1038,Artem Kotov,Steal a captain's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1094,1038,Artem Kotov,"Make an example of Danny Roby, the Internal Affairs Agent. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Danny Roby,/datum/objective/target/harm,Internal Affairs Agent,""
1095,1038,Artem Kotov,"Make an example of Danny Roby, the Internal Affairs Agent. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Danny Roby,/datum/objective/target/harm,Internal Affairs Agent,""
1096,1038,Artem Kotov,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1097,1039,Koudi Cooper,"Make an example of HonkerBonker, the Clown. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,HonkerBonker,/datum/objective/target/harm,Clown,""
1098,1039,Koudi Cooper,Steal a functional AI.,FAIL,"",/datum/objective/steal,"",""
1099,1039,Koudi Cooper,"Make an example of Matteo Messina, the Station Engineer. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Matteo Messina,/datum/objective/target/harm,Station Engineer,""
1100,1039,Koudi Cooper,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1101,1044,GREAT HONKUS,Your body must be improved. Ingest as many drugs as you can.,SUCCESS,"",/datum/objective/abductee/blazeit,"",""
1102,1045,Ben Whuite,Conduct a ritual to summon an elder god.,SUCCESS,"",/datum/objective/abductee/summon,"",""
1103,1046,Dominick Pycroft,Ensure the station is in absolutely pristine condition.,SUCCESS,"",/datum/objective/abductee/pristine,"",""
1104,1047,Artem Richards,Steal a piece of corgi meat.,FAIL,"",/datum/objective/steal,"",""
1105,1047,Artem Richards,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1106,1048,Dominick Addison,Steal a sample of slime extract.,FAIL,"",/datum/objective/steal,"",""
1107,1048,Dominick Addison,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1108,1056,Shaman,"Assassinate Reg Harman, the Shaft Miner.",SUCCESS,Reg Harman,/datum/objective/target/assassinate,Shaft Miner,""
1109,1056,Shaman,"Assassinate Narcissa Loorqum, the Medical Doctor.",FAIL,Narcissa Loorqum,/datum/objective/target/assassinate,Medical Doctor,""
1110,1056,Shaman,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
1111,1057,Anna Belko,"Assassinate Werner Von Schmidt, the Head of Personnel.",FAIL,Werner Von Schmidt,/datum/objective/target/assassinate,Head of Personnel,""
1112,1057,Anna Belko,Steal a head of security's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1113,1057,Anna Belko,Steal the station blueprints.,FAIL,"",/datum/objective/steal,"",""
1114,1057,Anna Belko,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
1115,1058,Dell Conrad,Steal a hand teleporter.,SUCCESS,"",/datum/objective/steal,"",""
1116,1058,Dell Conrad,"Make an example of Tsetushi Natsumoto, the Security Cadet. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Tsetushi Natsumoto,/datum/objective/target/harm,Security Cadet,""
1117,1058,Dell Conrad,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1118,1059,Seok Drummond,"Make an example of VladosPeredos, the Test Subject. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,VladosPeredos,/datum/objective/target/harm,Test Subject,""
1119,1059,Seok Drummond,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
1120,1060,Rathen Hell,Steal the captain's pinpointer.,FAIL,"",/datum/objective/steal,"",""
1121,1060,Rathen Hell,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1122,1061,Takirichi,Steal a sample of slime extract.,SUCCESS,"",/datum/objective/steal,"",""
1123,1061,Takirichi,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1124,1062,Rafael Sunders,Steal an ablative armor vest.,SUCCESS,"",/datum/objective/steal,"",""
1125,1062,Rafael Sunders,Steal a chief engineer's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1126,1062,Rafael Sunders,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1127,1063,Dominick Pycroft,"Assassinate Hatika, the Paramedic.",FAIL,Hatika,/datum/objective/target/assassinate,Paramedic,""
1128,1063,Dominick Pycroft,"Make an example of Richard Reed, the Head of Personnel. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Richard Reed,/datum/objective/target/harm,Head of Personnel,""
1129,1063,Dominick Pycroft,"Make an example of Leland Ringer, the Forensic Technician. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Leland Ringer,/datum/objective/target/harm,Forensic Technician,""
1130,1063,Dominick Pycroft,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
1131,1064,M'ark M'rshan,Steal a functional AI.,FAIL,"",/datum/objective/steal,"",""
1132,1064,M'ark M'rshan,Steal a nasa voidsuit.,FAIL,"",/datum/objective/steal,"",""
1133,1064,M'ark M'rshan,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1134,1065,Artemida Byblikova,"Make an example of Georg Selinof, the Botanist. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Georg Selinof,/datum/objective/target/harm,Botanist,""
1135,1065,Artemida Byblikova,"Assassinate Shak'Ket Hessa, the Psychiatrist.",FAIL,Shak'Ket Hessa,/datum/objective/target/assassinate,Psychiatrist,""
1136,1065,Artemida Byblikova,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1137,1066,S.T.E.E.E.E.E.V.E.,"Assassinate Luke Roadman, the Botanist.",FAIL,Luke Roadman,/datum/objective/target/assassinate,Botanist,""
1138,1066,S.T.E.E.E.E.E.V.E.,"Assassinate Keegan Hunt, the Roboticist.",FAIL,Keegan Hunt,/datum/objective/target/assassinate,Roboticist,Traitor
1139,1066,S.T.E.E.E.E.E.V.E.,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1140,1067,Keegan Hunt,"Make an example of Micheal Schofield, the Station Engineer. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Micheal Schofield,/datum/objective/target/harm,Station Engineer,""
1141,1067,Keegan Hunt,Steal an RCD.,FAIL,"",/datum/objective/steal,"",""
1142,1067,Keegan Hunt,Steal 28 moles of phoron (full tank).,FAIL,"",/datum/objective/steal,"",""
1143,1067,Keegan Hunt,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1144,1068,Ahmed Perdimuhamedov,"Assassinate Lion Remark, the Test Subject.",SUCCESS,Lion Remark,/datum/objective/target/assassinate,Test Subject,""
1145,1068,Ahmed Perdimuhamedov,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1146,1071,Aleksandr Shterc,"Make an example of Gleb Sobachkin, the Scientist. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Gleb Sobachkin,/datum/objective/target/harm,Scientist,""
1147,1071,Aleksandr Shterc,Steal a hand teleporter.,FAIL,"",/datum/objective/steal,"",""
1148,1071,Aleksandr Shterc,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1149,1072,Elige Kamsky,Steal an ablative armor vest.,FAIL,"",/datum/objective/steal,"",""
1150,1072,Elige Kamsky,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1151,1073,Dmitriy Ulyanov,Steal a chief engineer's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1152,1073,Dmitriy Ulyanov,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
1153,1074,Dominick Pycroft,Steal a pair of magboots.,SUCCESS,"",/datum/objective/steal,"",""
1210,1091,Jerry Clewett,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1154,1074,Dominick Pycroft,"Make an example of Andy Whiteman, the Botanist. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Andy Whiteman,/datum/objective/target/harm,Botanist,""
1155,1074,Dominick Pycroft,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
1156,1075,Sarah Venta,"Make an example of Baras'sa Ssizv, the Recycler. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Baras'sa Ssizv,/datum/objective/target/harm,Recycler,""
1157,1075,Sarah Venta,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
1158,1076,Artemida Byblikova,Absorb 2 compatible genomes.,SUCCESS,"",/datum/objective/absorb,"",""
1159,1076,Artemida Byblikova,"Assassinate Thomas Leech, the Roboticist.",SUCCESS,Thomas Leech,/datum/objective/target/assassinate,Roboticist,""
1160,1076,Artemida Byblikova,Steal a sample of slime extract.,FAIL,"",/datum/objective/steal,"",""
1161,1076,Artemida Byblikova,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1162,1077,Shak'Ket Hessa,Absorb 3 compatible genomes.,FAIL,"",/datum/objective/absorb,"",""
1163,1077,Shak'Ket Hessa,"Assassinate Richard Reed, the Head of Personnel.",FAIL,Richard Reed,/datum/objective/target/assassinate,Head of Personnel,""
1164,1077,Shak'Ket Hessa,Steal the captain's antique laser gun.,FAIL,"",/datum/objective/steal,"",""
1165,1077,Shak'Ket Hessa,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1166,1078,Loo Nash,Absorb 3 compatible genomes.,FAIL,"",/datum/objective/absorb,"",""
1167,1078,Loo Nash,"Assassinate Marks Jones, the Medical Doctor.",FAIL,Marks Jones,/datum/objective/target/assassinate,Medical Doctor,""
1168,1078,Loo Nash,Steal an RCD.,FAIL,"",/datum/objective/steal,"",""
1169,1078,Loo Nash,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1170,1079,Myron Demetrios,Absorb 2 compatible genomes.,FAIL,"",/datum/objective/absorb,"",""
1171,1079,Myron Demetrios,"Assassinate Denis Denisenko, the Security Officer.",SUCCESS,Denis Denisenko,/datum/objective/target/assassinate,Security Officer,""
1172,1079,Myron Demetrios,Steal a hand teleporter.,FAIL,"",/datum/objective/steal,"",""
1173,1079,Myron Demetrios,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
1174,1080,Lakeisha Alice,Absorb 3 compatible genomes.,FAIL,"",/datum/objective/absorb,"",""
1175,1080,Lakeisha Alice,"Assassinate Maya Foxova, the Station Engineer.",SUCCESS,Maya Foxova,/datum/objective/target/assassinate,Station Engineer,""
1176,1080,Lakeisha Alice,Steal a head of security's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1177,1080,Lakeisha Alice,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1178,1081,Roy Briner,Absorb 3 compatible genomes.,FAIL,"",/datum/objective/absorb,"",""
1179,1081,Roy Briner,"Assassinate Thomas Leech, the Roboticist.",SUCCESS,Thomas Leech,/datum/objective/target/assassinate,Roboticist,""
1180,1081,Roy Briner,Steal a research director's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1181,1081,Roy Briner,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1182,1082,Tzeentch Unseen,"Assassinate Anastasia Zakharchenko, the Detective.",SUCCESS,Anastasia Zakharchenko,/datum/objective/target/assassinate,Detective,""
1183,1082,Tzeentch Unseen,Steal a chief medical officer's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1184,1082,Tzeentch Unseen,Steal the hypospray.,SUCCESS,"",/datum/objective/steal,"",""
1185,1082,Tzeentch Unseen,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1186,1083,Alfred Donkin,"Assassinate Alexander Hill, the Xenobiologist.",FAIL,Alexander Hill,/datum/objective/target/assassinate,Xenobiologist,""
1187,1083,Alfred Donkin,Steal an ablative armor vest.,FAIL,"",/datum/objective/steal,"",""
1188,1083,Alfred Donkin,Steal the captain's pinpointer.,FAIL,"",/datum/objective/steal,"",""
1189,1083,Alfred Donkin,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1190,1084,Larry Barret,Steal a head of personnel's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1191,1084,Larry Barret,"Make an example of Colton Moore, the Medical Doctor. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Colton Moore,/datum/objective/target/harm,Medical Doctor,""
1192,1084,Larry Barret,Steal a research director's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1193,1084,Larry Barret,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
1194,1085,Invoker The Summon,Steal an ablative armor vest.,FAIL,"",/datum/objective/steal,"",""
1195,1085,Invoker The Summon,Steal a piece of corgi meat.,FAIL,"",/datum/objective/steal,"",""
1196,1085,Invoker The Summon,Steal a piece of corgi meat.,FAIL,"",/datum/objective/steal,"",""
1197,1085,Invoker The Summon,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
1198,1086,Kennzi Merriman,"Assassinate Ferdinand Bellerofont, the Mime.",FAIL,Ferdinand Bellerofont,/datum/objective/target/assassinate,Mime,""
1199,1086,Kennzi Merriman,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1200,1087,Gatatikikichakiya,"Assassinate Zayden Fiddler, the Security Officer.",SUCCESS,Semyon Hatsunov,/datum/objective/target/assassinate,Security Officer,""
1201,1087,Gatatikikichakiya,Steal a chief medical officer's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1202,1087,Gatatikikichakiya,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1203,1089,Vichita'Hidanchi-Tichivata,Steal the golden fire extinguisher.,SUCCESS,"",/datum/objective/steal,"",""
1204,1089,Vichita'Hidanchi-Tichivata,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1205,1090,Johnathan Armstrong,"Assassinate Kuriu Qlio'kaf, the Station Engineer.",FAIL,Kuriu Qlio'kaf,/datum/objective/target/assassinate,Station Engineer,""
1206,1090,Johnathan Armstrong,"Make an example of Kuriu Qlio'kaf, the Station Engineer. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Kuriu Qlio'kaf,/datum/objective/target/harm,Station Engineer,""
1207,1090,Johnathan Armstrong,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1208,1091,Jerry Clewett,Put the head of Jung Prods in biogel can and steal it.,SUCCESS,Jung Prods,/datum/objective/target/dehead,Shaft Miner,""
1209,1091,Jerry Clewett,Steal a sample of slime extract.,FAIL,"",/datum/objective/steal,"",""
1211,1093,Isaiah Vader,"Make an example of Johnathan Armstrong, the Quartermaster. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Johnathan Armstrong,/datum/objective/target/harm,Quartermaster,""
1212,1093,Isaiah Vader,Steal a piece of corgi meat.,FAIL,"",/datum/objective/steal,"",""
1213,1093,Isaiah Vader,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1214,1094,Marks Jones,Steal the captain's pinpointer.,FAIL,"",/datum/objective/steal,"",""
1215,1094,Marks Jones,Put the head of Avtandil Sirikanovich in biogel can and steal it.,FAIL,Avtandil Sirikanovich,/datum/objective/target/dehead,Botanist,""
1216,1094,Marks Jones,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1217,1097,Issar Hess,Put the head of Quumxuqmqoo Zixqilxuq in biogel can and steal it.,FAIL,Quumxuqmqoo Zixqilxuq,/datum/objective/target/dehead,Chief Medical Officer,""
1218,1097,Issar Hess,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
1219,1098,Marcus Arrow,Steal a captain's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
1220,1098,Marcus Arrow,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
1221,1100,Myron Demetrios,"Assassinate Thomas Wild, the Botanist.",SUCCESS,Thomas Wild,/datum/objective/target/assassinate,Botanist,""
1222,1100,Myron Demetrios,Put the head of Thomas Leech in biogel can and steal it.,FAIL,Thomas Leech,/datum/objective/target/dehead,Bartender,""
1223,1100,Myron Demetrios,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1224,1102,Arleen Morris,Put the head of Issa Messa in biogel can and steal it.,FAIL,Issa Messa,/datum/objective/target/dehead,Paramedic,""
1225,1102,Arleen Morris,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
1226,1144,Elizabeth Rubram,"Make an example of Loreto Bunten, the Librarian. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Loreto Bunten,/datum/objective/target/harm,Librarian,""
