id,owner_id,owner,explanation_text,completed,target_name,type,target_assigned_role,target_special_role
207,476,Cult Of Blood,Захватите не менее 4 отсеков станции с помощью руны захвата зон.,SUCCESS,"",/datum/objective/cult/capture_areas,"",""
208,488,Cult Of Blood,Призовите Нар-Си с помощью ритуала с пьедесталами на станции.,FAIL,"",/datum/objective/cult/summon_narsie,"",""
209,488,Cult Of Blood,Захватите не менее 4 отсеков станции с помощью руны захвата зон.,FAIL,"",/datum/objective/cult/capture_areas,"",""
210,488,Cult Of Blood,"Убедитесь, что хотя бы 4 культиста улетят на шаттле, чтобы продолжить исследования на других станциях.",SUCCESS,"",/datum/objective/cult/recruit,"",""
211,490,Vox Shoal,"The Shoal has a need for Titana Katon, the Station Engineer. Take them alive.",FAIL,Titana Katon,/datum/objective/target/kidnap,Station Engineer,""
212,490,Vox Shoal,Ransack the station and escape with 50 plasteel.,FAIL,"",/datum/objective/heist/salvage,"",""
213,490,Vox Shoal,We are lacking in hardware. Steal a complete particle accelerator (6 components).,SUCCESS,"",/datum/objective/heist/loot,"",""
214,490,Vox Shoal,"Do not leave any Vox behind, alive or dead.",FAIL,"",/datum/objective/heist/inviolate_crew,"",""
215,490,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,FAIL,"",/datum/objective/heist/inviolate_death,"",""
216,492,Shadowlings,"Ascend to your true form by use of the Ascendance ability. This may only be used with 15 collective thralls, while hatched, and is unlocked with the Collective Mind ability.",FAIL,"",/datum/objective/enthrall,"",""
217,499,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 1000 station tiles.,SUCCESS,"",/datum/objective/blob_takeover,"",""
218,501,Shadowlings,"Ascend to your true form by use of the Ascendance ability. This may only be used with 15 collective thralls, while hatched, and is unlocked with the Collective Mind ability.",FAIL,"",/datum/objective/enthrall,"",""
219,512,Syndicate Operatives,Destroy the station with a nuclear device.,FAIL,"",/datum/objective/nuclear,"",""
220,518,Props,Накопите 5000 очков,FAIL,"",/datum/objective/prop/points,"",""
221,522,Syndicate Operatives,Destroy the station with a nuclear device.,FAIL,"",/datum/objective/nuclear,"",""
222,524,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 500 station tiles.,FAIL,"",/datum/objective/blob_takeover,"",""
223,537,Vox Shoal,Ransack the station and escape with 200 metal.,SUCCESS,"",/datum/objective/heist/salvage,"",""
224,537,Vox Shoal,"Do not leave any Vox behind, alive or dead.",SUCCESS,"",/datum/objective/heist/inviolate_crew,"",""
225,537,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,SUCCESS,"",/datum/objective/heist/inviolate_death,"",""
226,545,Vox Shoal,"The Shoal has a need for Marcus Arrow, the Medical Doctor. Take them alive.",SUCCESS,Marcus Arrow,/datum/objective/target/kidnap,Medical Doctor,""
227,545,Vox Shoal,We are lacking in hardware. Steal an ion rifle.,SUCCESS,"",/datum/objective/heist/loot,"",""
228,545,Vox Shoal,"Do not leave any Vox behind, alive or dead.",SUCCESS,"",/datum/objective/heist/inviolate_crew,"",""
229,545,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,FAIL,"",/datum/objective/heist/inviolate_death,"",""
230,549,Cult Of Blood,Призовите Нар-Си с помощью ритуала с пьедесталами на станции.,FAIL,"",/datum/objective/cult/summon_narsie,"",""
231,549,Cult Of Blood,Захватите не менее 7 отсеков станции с помощью руны захвата зон.,FAIL,"",/datum/objective/cult/capture_areas,"",""
232,551,Shadowlings,"Ascend to your true form by use of the Ascendance ability. This may only be used with 15 collective thralls, while hatched, and is unlocked with the Collective Mind ability.",FAIL,"",/datum/objective/enthrall,"",""
233,563,Vox Shoal,Ransack the station and escape with 200 metal.,SUCCESS,"",/datum/objective/heist/salvage,"",""
234,563,Vox Shoal,We are lacking in hardware. Steal four energy guns.,SUCCESS,"",/datum/objective/heist/loot,"",""
235,563,Vox Shoal,"Do not leave any Vox behind, alive or dead.",SUCCESS,"",/datum/objective/heist/inviolate_crew,"",""
236,563,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,SUCCESS,"",/datum/objective/heist/inviolate_death,"",""
237,571,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 500 station tiles.,SUCCESS,"",/datum/objective/blob_takeover,"",""
238,586,Emergency Response Team,Help the station crew,SUCCESS,"",/datum/objective/custom,"",""
239,589,Shadowlings,"Ascend to your true form by use of the Ascendance ability. This may only be used with 15 collective thralls, while hatched, and is unlocked with the Collective Mind ability.",FAIL,"",/datum/objective/enthrall,"",""
240,591,Vox Shoal,We are lacking in hardware. Steal four emitters.,FAIL,"",/datum/objective/heist/loot,"",""
241,591,Vox Shoal,"The Shoal has a need for Jesus Exery, the Station Engineer. Take them alive.",FAIL,Jesus Exery,/datum/objective/target/kidnap,Station Engineer,""
242,591,Vox Shoal,Ransack the station and escape with 150 metal.,FAIL,"",/datum/objective/heist/salvage,"",""
243,591,Vox Shoal,"Do not leave any Vox behind, alive or dead.",FAIL,"",/datum/objective/heist/inviolate_crew,"",""
244,591,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,SUCCESS,"",/datum/objective/heist/inviolate_death,"",""
245,593,Cult Of Blood,"Убедитесь, что хотя бы 4 культиста улетят на шаттле, чтобы продолжить исследования на других станциях.",SUCCESS,"",/datum/objective/cult/recruit,"",""
246,593,Cult Of Blood,Призовите Нар-Си с помощью ритуала с пьедесталами на станции.,SUCCESS,"",/datum/objective/cult/summon_narsie,"",""
247,593,Cult Of Blood,Захватите не менее 4 отсеков станции с помощью руны захвата зон.,SUCCESS,"",/datum/objective/cult/capture_areas,"",""
248,595,Syndicate Operatives,Destroy the station with a nuclear device.,SUCCESS,"",/datum/objective/nuclear,"",""
249,603,Syndicate Operatives,Destroy the station with a nuclear device.,FAIL,"",/datum/objective/nuclear,"",""
250,611,Cult Of Blood,Призовите Нар-Си с помощью ритуала с пьедесталами на станции.,FAIL,"",/datum/objective/cult/summon_narsie,"",""
251,611,Cult Of Blood,"Принесите в жертву Jay Milne, Chaplain.",FAIL,Jay Milne,/datum/objective/target/sacrifice,Chaplain,""
252,611,Cult Of Blood,Захватите не менее 4 отсеков станции с помощью руны захвата зон.,SUCCESS,"",/datum/objective/cult/capture_areas,"",""
253,615,Custom,Налутать пять рабов! Налутать хабара на 50000 кредитов! Налутать трусы всех глав!,SUCCESS,"",/datum/objective/custom,"",""
254,615,Custom,"Do not leave any Vox behind, alive or dead.",FAIL,"",/datum/objective/heist/inviolate_crew,"",""
255,616,Vox Shoal,"The Shoal has a need for Semen Jei Prolabsow, the Roboticist. Take them alive.",SUCCESS,Semen Jei Prolabsow,/datum/objective/target/kidnap,Roboticist,""
256,616,Vox Shoal,Ransack the station and escape with 150 glass.,SUCCESS,"",/datum/objective/heist/salvage,"",""
257,616,Vox Shoal,We are lacking in hardware. Steal a nuclear bomb.,SUCCESS,"",/datum/objective/heist/loot,"",""
258,616,Vox Shoal,"Do not leave any Vox behind, alive or dead.",SUCCESS,"",/datum/objective/heist/inviolate_crew,"",""
259,616,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,SUCCESS,"",/datum/objective/heist/inviolate_death,"",""
260,621,Emergency Response Team,Help the station crew,SUCCESS,"",/datum/objective/custom,"",""
261,622,Vox Shoal,We are lacking in hardware. Steal four emitters.,SUCCESS,"",/datum/objective/heist/loot,"",""
262,622,Vox Shoal,"The Shoal has a need for Zikkykikati, the Station Engineer. Take them alive.",SUCCESS,Zikkykikati,/datum/objective/target/kidnap,Station Engineer,""
263,622,Vox Shoal,Ransack the station and escape with 150 glass.,SUCCESS,"",/datum/objective/heist/salvage,"",""
264,622,Vox Shoal,"Do not leave any Vox behind, alive or dead.",SUCCESS,"",/datum/objective/heist/inviolate_crew,"",""
265,622,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,SUCCESS,"",/datum/objective/heist/inviolate_death,"",""
266,625,Traitor,Stay alive until the end.,Error,"",/datum/objective/survive,"",""
267,628,Alien Hivemind,Улей должен жить и размножаться. Ваша численность должна превосходить экипаж станции в 1.9 раз.,FAIL,"",/datum/objective/reproduct,"",""
268,629,Vox Shoal,We are lacking in hardware. Steal six guns.,SUCCESS,"",/datum/objective/heist/loot,"",""
269,629,Vox Shoal,"Do not leave any Vox behind, alive or dead.",SUCCESS,"",/datum/objective/heist/inviolate_crew,"",""
270,629,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,SUCCESS,"",/datum/objective/heist/inviolate_death,"",""
271,633,Vox Shoal,We are lacking in hardware. Steal a complete particle accelerator (6 components).,FAIL,"",/datum/objective/heist/loot,"",""
272,633,Vox Shoal,"The Shoal has a need for Chloe Price, the Chemist. Take them alive.",FAIL,Chloe Price,/datum/objective/target/kidnap,Chemist,""
273,633,Vox Shoal,"Do not leave any Vox behind, alive or dead.",FAIL,"",/datum/objective/heist/inviolate_crew,"",""
274,633,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,FAIL,"",/datum/objective/heist/inviolate_death,"",""
275,636,Cult Of Blood,Призовите Нар-Си с помощью ритуала с пьедесталами на станции.,FAIL,"",/datum/objective/cult/summon_narsie,"",""
276,636,Cult Of Blood,Захватите не менее 5 отсеков станции с помощью руны захвата зон.,SUCCESS,"",/datum/objective/cult/capture_areas,"",""
277,636,Cult Of Blood,"Принесите в жертву Nathaniel Braun, Captain.",FAIL,Nathaniel Braun,/datum/objective/target/sacrifice,Captain,""
278,640,Vox Shoal,We are lacking in hardware. Steal four emitters.,SUCCESS,"",/datum/objective/heist/loot,"",""
279,640,Vox Shoal,Ransack the station and escape with 200 glass.,SUCCESS,"",/datum/objective/heist/salvage,"",""
280,640,Vox Shoal,"The Shoal has a need for Cassian Winton, the Medical Doctor. Take them alive.",SUCCESS,Cassian Winton,/datum/objective/target/kidnap,Medical Doctor,""
281,640,Vox Shoal,"Do not leave any Vox behind, alive or dead.",SUCCESS,"",/datum/objective/heist/inviolate_crew,"",""
282,640,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,FAIL,"",/datum/objective/heist/inviolate_death,"",""
283,642,Alien Hivemind,Улей должен жить и размножаться. Ваша численность должна превосходить экипаж станции в 1.9 раз.,FAIL,"",/datum/objective/reproduct,"",""
284,654,Shadowlings,"Ascend to your true form by use of the Ascendance ability. This may only be used with 15 collective thralls, while hatched, and is unlocked with the Collective Mind ability.",FAIL,"",/datum/objective/enthrall,"",""
285,658,Shadowlings,"Ascend to your true form by use of the Ascendance ability. This may only be used with 15 collective thralls, while hatched, and is unlocked with the Collective Mind ability.",SUCCESS,"",/datum/objective/enthrall,"",""
286,660,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 500 station tiles.,FAIL,"",/datum/objective/blob_takeover,"",""
287,665,Revolution,"Capture, convert or exile from station Steven Koolen, the Chief Medical Officer. Assassinate if you have no choice.",FAIL,Steven Koolen,/datum/objective/target/rp_rev,Chief Medical Officer,""
288,665,Revolution,"Capture, convert or exile from station Robert Liech, the Head of Personnel. Assassinate if you have no choice.",FAIL,Robert Liech,/datum/objective/target/rp_rev,Head of Personnel,""
289,665,Revolution,"Capture, convert or exile from station Heydrich Vibbler, the Captain. Assassinate if you have no choice.",FAIL,Heydrich Vibbler,/datum/objective/target/rp_rev,Captain,""
290,674,Vox Shoal,"The Shoal has a need for Cassian Winton, the Medical Doctor. Take them alive.",FAIL,Cassian Winton,/datum/objective/target/kidnap,Medical Doctor,""
291,674,Vox Shoal,We are lacking in hardware. Steal six guns.,FAIL,"",/datum/objective/heist/loot,"",""
292,674,Vox Shoal,"Do not leave any Vox behind, alive or dead.",FAIL,"",/datum/objective/heist/inviolate_crew,"",""
293,674,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,SUCCESS,"",/datum/objective/heist/inviolate_death,"",""
294,678,Zobmies,Превратите всех людей на станции в зомби.,FAIL,"",/datum/objective/turn_into_zombie,"",""
295,679,Emergency Response Team,Help the station crew,SUCCESS,"",/datum/objective/custom,"",""
296,680,Nanotrasen Deathsquad,Уничтожить КСН &#34;Исход&#34; для сохранения карантина. Код боеголовки -  83745,SUCCESS,"",/datum/objective/custom,"",""
297,681,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 1000 station tiles.,SUCCESS,"",/datum/objective/blob_takeover,"",""
298,685,Vox Shoal,We are lacking in hardware. Steal four energy guns.,SUCCESS,"",/datum/objective/heist/loot,"",""
299,685,Vox Shoal,"The Shoal has a need for Elizabeth Rubram, the Chemist. Take them alive.",SUCCESS,Elizabeth Rubram,/datum/objective/target/kidnap,Chemist,""
300,685,Vox Shoal,"Do not leave any Vox behind, alive or dead.",SUCCESS,"",/datum/objective/heist/inviolate_crew,"",""
301,685,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,SUCCESS,"",/datum/objective/heist/inviolate_death,"",""
302,689,Shadowlings,"Ascend to your true form by use of the Ascendance ability. This may only be used with 15 collective thralls, while hatched, and is unlocked with the Collective Mind ability.",FAIL,"",/datum/objective/enthrall,"",""
303,691,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 500 station tiles.,FAIL,"",/datum/objective/blob_takeover,"",""
304,694,Revolution,"Capture, convert or exile from station Marcus Heisenberg, the Head of Personnel. Assassinate if you have no choice.",HALF,Marcus Heisenberg,/datum/objective/target/rp_rev,Head of Personnel,""
305,694,Revolution,"Capture, convert or exile from station Daniel Mildred, the Research Director. Assassinate if you have no choice.",FAIL,Daniel Mildred,/datum/objective/target/rp_rev,Research Director,""
306,694,Revolution,"Capture, convert or exile from station Ezra Woodward, the Chief Engineer. Assassinate if you have no choice.",HALF,Ezra Woodward,/datum/objective/target/rp_rev,Chief Engineer,""
307,694,Revolution,"Capture, convert or exile from station Cash Murphy, the Captain. Assassinate if you have no choice.",HALF,Cash Murphy,/datum/objective/target/rp_rev,Captain,""
308,694,Revolution,"Capture, convert or exile from station Brian Mitchell, the Head of Security. Assassinate if you have no choice.",HALF,Brian Mitchell,/datum/objective/target/rp_rev,Head of Security,""
309,702,Alien Hivemind,Улей должен жить и размножаться. Ваша численность должна превосходить экипаж станции в 1.9 раз.,SUCCESS,"",/datum/objective/reproduct,"",""
310,705,Emergency Response Team,Уничтожье гнезда ксеноморфов. Спасите персонал.,SUCCESS,"",/datum/objective/custom,"",""
311,708,Syndicate Operatives,Destroy the station with a nuclear device.,FAIL,"",/datum/objective/nuclear,"",""
312,710,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 1000 station tiles.,SUCCESS,"",/datum/objective/blob_takeover,"",""
313,716,Shadowlings,"Ascend to your true form by use of the Ascendance ability. This may only be used with 15 collective thralls, while hatched, and is unlocked with the Collective Mind ability.",FAIL,"",/datum/objective/enthrall,"",""
314,718,Shadowlings,"Ascend to your true form by use of the Ascendance ability. This may only be used with 15 collective thralls, while hatched, and is unlocked with the Collective Mind ability.",FAIL,"",/datum/objective/enthrall,"",""
315,720,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 500 station tiles.,FAIL,"",/datum/objective/blob_takeover,"",""
316,721,Alien Hivemind,Улей должен жить и размножаться. Ваша численность должна превосходить экипаж станции в 1.9 раз.,FAIL,"",/datum/objective/reproduct,"",""
317,723,Emergency Response Team,Help the station crew,SUCCESS,"",/datum/objective/custom,"",""
318,730,Emergency Response Team,Help the station crew,SUCCESS,"",/datum/objective/custom,"",""
319,731,Revolution,"Capture, convert or exile from station Kale Gibson, the Captain. Assassinate if you have no choice.",SUCCESS,Kale Gibson,/datum/objective/target/rp_rev,Captain,""
320,731,Revolution,"Capture, convert or exile from station Karen, the Chief Medical Officer. Assassinate if you have no choice.",SUCCESS,Karen,/datum/objective/target/rp_rev,Chief Medical Officer,Revolutionary
321,731,Revolution,"Capture, convert or exile from station Robert Liech, the Head of Personnel. Assassinate if you have no choice.",HALF,Robert Liech,/datum/objective/target/rp_rev,Head of Personnel,""
367,834,Abductor Team,Experiment on 6 humans.,FAIL,"",/datum/objective/experiment,"",""
322,731,Revolution,"Capture, convert or exile from station Viktor Valentine, the Research Director. Assassinate if you have no choice.",FAIL,Viktor Valentine,/datum/objective/target/rp_rev,Research Director,""
323,731,Revolution,"Capture, convert or exile from station Roy Walker, the Head of Security. Assassinate if you have no choice.",FAIL,Roy Walker,/datum/objective/target/rp_rev,Head of Security,""
324,733,Alien Hivemind,Улей должен жить и размножаться. Ваша численность должна превосходить экипаж станции в 1.9 раз.,FAIL,"",/datum/objective/reproduct,"",""
325,734,Syndicate Operatives,Destroy the station with a nuclear device.,SUCCESS,"",/datum/objective/nuclear,"",""
326,736,Syndicate Operatives,Destroy the station with a nuclear device.,FAIL,"",/datum/objective/nuclear,"",""
327,740,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 500 station tiles.,FAIL,"",/datum/objective/blob_takeover,"",""
328,741,Abductor Team,Experiment on 6 humans.,FAIL,"",/datum/objective/experiment,"",""
329,742,Abductor Team,Experiment on 6 humans.,FAIL,"",/datum/objective/experiment,"",""
330,744,Cult Of Blood,Призовите Нар-Си с помощью ритуала с пьедесталами на станции.,SUCCESS,"",/datum/objective/cult/summon_narsie,"",""
331,744,Cult Of Blood,"Убедитесь, что хотя бы 6 культистов улетят на шаттле, чтобы продолжить исследования на других станциях.",SUCCESS,"",/datum/objective/cult/recruit,"",""
332,748,Syndicate Operatives,Destroy the station with a nuclear device.,SUCCESS,"",/datum/objective/nuclear,"",""
333,759,Abductor Team,Experiment on 6 humans.,FAIL,"",/datum/objective/experiment,"",""
334,760,Abductor Team,Experiment on 6 humans.,FAIL,"",/datum/objective/experiment,"",""
335,762,Cult Of Blood,Призовите Нар-Си с помощью ритуала с пьедесталами на станции.,SUCCESS,"",/datum/objective/cult/summon_narsie,"",""
336,762,Cult Of Blood,"Принесите в жертву Sunny Emerich, Security Officer.",SUCCESS,Sunny Emerich,/datum/objective/target/sacrifice,Security Officer,""
337,767,Syndicate Operatives,Destroy the station with a nuclear device.,FAIL,"",/datum/objective/nuclear,"",""
338,769,Alien Hivemind,Улей должен жить и размножаться. Ваша численность должна превосходить экипаж станции в 1.9 раз.,FAIL,"",/datum/objective/reproduct,"",""
339,777,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 500 station tiles.,SUCCESS,"",/datum/objective/blob_takeover,"",""
340,785,Abductor Team,Experiment on 6 humans.,FAIL,"",/datum/objective/experiment,"",""
341,786,Abductor Team,Experiment on 6 humans.,FAIL,"",/datum/objective/experiment,"",""
342,792,Custom,"Купить как можно больше, за как можно дешево",SUCCESS,"",/datum/objective/custom,"",""
343,793,Families,Сделать медбей снова великим,SUCCESS,"",/datum/objective/custom,"",""
344,794,Families,Сделать инженерный отдел снова великим,SUCCESS,"",/datum/objective/custom,"",""
345,795,Families,За великую Ассистению,SUCCESS,"",/datum/objective/custom,"",""
346,796,Families,"Наука правит миром, так докажи это",SUCCESS,"",/datum/objective/custom,"",""
347,797,Emergency Response Team,Steal the captain's antique laser gun.,Error,"",/datum/objective/steal,"",""
348,797,Emergency Response Team,Украсть ядерную бомбу,FAIL,"",/datum/objective/custom,"",""
349,798,Syndicate Elite Strike Team,"Установить контроль над станцией, ликвидировать не лояльных синдикату личностей, девушек поработить, мужчин убить",SUCCESS,"",/datum/objective/custom,"",""
350,799,Revolution,"Capture, convert or exile from station Evgeniy Barabulka, the Captain. Assassinate if you have no choice.",HALF,Evgeniy Barabulka,/datum/objective/target/rp_rev,Captain,""
351,799,Revolution,"Capture, convert or exile from station Horatio Highjack, the Head of Personnel. Assassinate if you have no choice.",HALF,Horatio Highjack,/datum/objective/target/rp_rev,Head of Personnel,""
352,799,Revolution,"Capture, convert or exile from station Miss Stockings, the Clown. Assassinate if you have no choice.",SUCCESS,Mr.Clown.,/datum/objective/target/rp_rev,Clown,Revolutionary
353,799,Revolution,"Capture, convert or exile from station Carlos Alfonco Lopes, the Research Director. Assassinate if you have no choice.",HALF,Carlos Alfonco Lopes,/datum/objective/target/rp_rev,Research Director,Revolutionary
354,799,Revolution,"Capture, convert or exile from station Liam O'Shea, the Chief Engineer. Assassinate if you have no choice.",HALF,Liam O'Shea,/datum/objective/target/rp_rev,Chief Engineer,""
355,805,Syndicate Operatives,Destroy the station with a nuclear device.,FAIL,"",/datum/objective/nuclear,"",""
356,808,Syndicate Elite Strike Team,Взорвать к чертям их посудину,SUCCESS,"",/datum/objective/custom,"",""
357,809,Shadowlings,"Ascend to your true form by use of the Ascendance ability. This may only be used with 15 collective thralls, while hatched, and is unlocked with the Collective Mind ability.",FAIL,"",/datum/objective/enthrall,"",""
358,815,Zobmies,Превратите всех людей на станции в зомби.,FAIL,"",/datum/objective/turn_into_zombie,"",""
359,816,Alien Hivemind,Улей должен жить и размножаться. Ваша численность должна превосходить экипаж станции в 1.9 раз.,FAIL,"",/datum/objective/reproduct,"",""
360,820,Alien Hivemind,Улей должен жить и размножаться. Ваша численность должна превосходить экипаж станции в 1.9 раз.,SUCCESS,"",/datum/objective/reproduct,"",""
361,824,Vox Shoal,We are lacking in hardware. Steal a Gravitational Singularity Generator.,SUCCESS,"",/datum/objective/heist/loot,"",""
362,824,Vox Shoal,Ransack the station and escape with 150 metal.,SUCCESS,"",/datum/objective/heist/salvage,"",""
363,824,Vox Shoal,"Do not leave any Vox behind, alive or dead.",SUCCESS,"",/datum/objective/heist/inviolate_crew,"",""
364,824,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,SUCCESS,"",/datum/objective/heist/inviolate_death,"",""
365,830,Zobmies,Превратите всех людей на станции в зомби.,FAIL,"",/datum/objective/turn_into_zombie,"",""
366,833,Abductor Team,Experiment on 6 humans.,SUCCESS,"",/datum/objective/experiment,"",""
368,836,Syndicate Operatives,Destroy the station with a nuclear device.,FAIL,"",/datum/objective/nuclear,"",""
369,844,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 500 station tiles.,FAIL,"",/datum/objective/blob_takeover,"",""
370,845,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 1000 station tiles.,SUCCESS,"",/datum/objective/blob_takeover,"",""
371,847,Abductor Team,Experiment on 6 humans.,FAIL,"",/datum/objective/experiment,"",""
372,848,Abductor Team,Experiment on 6 humans.,SUCCESS,"",/datum/objective/experiment,"",""
373,854,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 500 station tiles.,FAIL,"",/datum/objective/blob_takeover,"",""
374,862,Emergency Response Team,"Нам известно, что ИИ взламывает КСН &#34;Исход&#34;. Остановите его.",SUCCESS,"",/datum/objective/custom,"",""
375,863,Revolution,"Capture, convert or exile from station Mario Parkinson, the Research Director. Assassinate if you have no choice.",HALF,Mario Parkinson,/datum/objective/target/rp_rev,Research Director,""
376,863,Revolution,"Capture, convert or exile from station Lim Al-Kuds, the Head of Personnel. Assassinate if you have no choice.",SUCCESS,Lim Al-Kuds,/datum/objective/target/rp_rev,Head of Personnel,""
377,863,Revolution,"Capture, convert or exile from station Liam O'Shea, the Chief Engineer. Assassinate if you have no choice.",SUCCESS,Liam O'Shea,/datum/objective/target/rp_rev,Chief Engineer,""
378,865,Emergency Response Team,Восстановите контроль над станцией.,SUCCESS,"",/datum/objective/custom,"",""
379,868,Syndicate Operatives,Destroy the station with a nuclear device.,SUCCESS,"",/datum/objective/nuclear,"",""
380,870,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 1000 station tiles.,FAIL,"",/datum/objective/blob_takeover,"",""
381,872,Revolution,"Capture, convert or exile from station Anna Smith, the Research Director. Assassinate if you have no choice.",FAIL,Anna Smith,/datum/objective/target/rp_rev,Research Director,""
382,872,Revolution,"Capture, convert or exile from station Werner Von Schmidt, the Head of Personnel. Assassinate if you have no choice.",FAIL,Werner Von Schmidt,/datum/objective/target/rp_rev,Head of Personnel,""
383,878,Syndicate Operatives,Destroy the station with a nuclear device.,SUCCESS,"",/datum/objective/nuclear,"",""
384,882,Cult Of Blood,Захватите не менее 6 отсеков станции с помощью руны захвата зон.,SUCCESS,"",/datum/objective/cult/capture_areas,"",""
385,882,Cult Of Blood,"Принесите в жертву Hans Uberman, Security Officer.",SUCCESS,Hans Uberman,/datum/objective/target/sacrifice,Security Officer,""
386,886,Alien Hivemind,Улей должен жить и размножаться. Ваша численность должна превосходить экипаж станции в 1.9 раз.,SUCCESS,"",/datum/objective/reproduct,"",""
387,888,Cult Of Blood,"Принесите в жертву Martin Vanleer, Security Officer.",FAIL,Martin Vanleer,/datum/objective/target/sacrifice,Security Officer,""
388,888,Cult Of Blood,Захватите не менее 4 отсеков станции с помощью руны захвата зон.,SUCCESS,"",/datum/objective/cult/capture_areas,"",""
389,890,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 500 station tiles.,FAIL,"",/datum/objective/blob_takeover,"",""
390,891,Zobmies,Превратите всех людей на станции в зомби.,FAIL,"",/datum/objective/turn_into_zombie,"",""
391,892,Emergency Response Team,Help the station crew,SUCCESS,"",/datum/objective/custom,"",""
392,893,Nanotrasen Deathsquad,Уничтожить зараженную станцию с помощью ядерного заряда.,SUCCESS,"",/datum/objective/custom,"",""
393,894,Revolution,"Capture, convert or exile from station Anna Belko, the Chief Medical Officer. Assassinate if you have no choice.",SUCCESS,Anna Belko,/datum/objective/target/rp_rev,Chief Medical Officer,Revolutionary
394,894,Revolution,"Capture, convert or exile from station Oldman Kirsan, the Head of Personnel. Assassinate if you have no choice.",SUCCESS,Oldman Kirsan,/datum/objective/target/rp_rev,Head of Personnel,""
395,894,Revolution,"Capture, convert or exile from station Alan Ward, the Research Director. Assassinate if you have no choice.",SUCCESS,Alan Ward,/datum/objective/target/rp_rev,Research Director,""
396,894,Revolution,"Capture, convert or exile from station Liam O'Shea, the Chief Engineer. Assassinate if you have no choice.",SUCCESS,Liam O'Shea,/datum/objective/target/rp_rev,Chief Engineer,""
397,896,Revolution,"Capture, convert or exile from station Liam O'Shea, the Chief Engineer. Assassinate if you have no choice.",FAIL,Liam O'Shea,/datum/objective/target/rp_rev,Chief Engineer,""
398,896,Revolution,"Capture, convert or exile from station Tinara Nero, the Captain. Assassinate if you have no choice.",SUCCESS,Tinara Nero,/datum/objective/target/rp_rev,Captain,""
399,896,Revolution,"Capture, convert or exile from station Daniel Mildred, the Head of Personnel. Assassinate if you have no choice.",FAIL,Daniel Mildred,/datum/objective/target/rp_rev,Head of Personnel,""
400,896,Revolution,"Capture, convert or exile from station Zayden Fiddler, the Head of Security. Assassinate if you have no choice.",HALF,Zayden Fiddler,/datum/objective/target/rp_rev,Head of Security,""
401,896,Revolution,"Capture, convert or exile from station Melvin Finlay, the Chief Medical Officer. Assassinate if you have no choice.",SUCCESS,Melvin Finlay,/datum/objective/target/rp_rev,Chief Medical Officer,""
402,900,Vox Shoal,"The Shoal has a need for Damian Potter, the Station Engineer. Take them alive.",FAIL,Damian Potter,/datum/objective/target/kidnap,Station Engineer,""
403,900,Vox Shoal,We are lacking in hardware. Steal a nuclear bomb.,FAIL,"",/datum/objective/heist/loot,"",""
404,900,Vox Shoal,"Do not leave any Vox behind, alive or dead.",FAIL,"",/datum/objective/heist/inviolate_crew,"",""
405,900,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,FAIL,"",/datum/objective/heist/inviolate_death,"",""
406,902,Vox Shoal,"The Shoal has a need for Sivean Doulson, the Chemist. Take them alive.",FAIL,Sivean Doulson,/datum/objective/target/kidnap,Chemist,""
407,902,Vox Shoal,We are lacking in hardware. Steal a nuclear bomb.,FAIL,"",/datum/objective/heist/loot,"",""
408,902,Vox Shoal,Ransack the station and escape with 150 glass.,FAIL,"",/datum/objective/heist/salvage,"",""
409,902,Vox Shoal,"Do not leave any Vox behind, alive or dead.",FAIL,"",/datum/objective/heist/inviolate_crew,"",""
