id,root_id,time,title,content,author,type
3310,49588,01:36,Приоритетное Оповещение,Эвакуационный Шаттл был вызван. Он прибудет через 10 минут.,"",station
3311,49588,01:36,Приоритетное Оповещение,Был аннулирован доступ на все технические туннели.,"",station
3586,49607,00:40,Оповещение Центрального Командования,"Биосканеры зафиксировали размножение пауков, местоположение: кухня. Избавьтесь от них, пока они не начали влиять на производительность.","",centcomm
3587,49607,00:41,Оповещение от ИИ,"Ионосферная аномалия, ожидайте осстановления сязи",Dextra,station
1180,49386,00:23,Оповещение от ИИ,"Запуск двигателя успешен. Сингулярность установлена. Приятной смены, экипаж",Resident,station
1181,49386,00:29,Оповещение Центрального Командования,Обнаружен вредный грибок на станции. Структура станции может быть заражена.,"",centcomm
1182,49386,00:55,Оповещение от ИИ,Обнаружен Лидер ОБР под позывным &#34;CULTGUY&#34; возле инженерного отсека,Resident,station
1183,49386,00:56,Внимание! Код безопасности повышен до Синего,"Командование получило надежную информацию о возможной враждебной активности на борту станции. Служба безопасности может носить оружие на виду, однако, не следует вынимать его без необходимости. Разрешается личный обыск персонала и отсеков станции без предварительных санкций.","",station
1184,49386,00:56,Приоритетное Оповещение,Обнаружена активация ядерной боеголовки в Vault. Кто-то пытается взорвать станцию!,"",station
1185,49386,00:56,Внимание! Код безопасности Дельта!,"Внимание, активирован механизм самоуничтожения или ситуация вышла полностью из под контроля! Все приказы глав станции должны выполняться беспрекословно, любое неповиновение карается смертью! Всему персоналу перевести датчики костюмов в третий режим! Это не учебная тревога!","",station
1186,49386,00:56,Оповещение Центрального Командования,"В вашей области обнаружен электрический шторм, пожалуйста, восстановите перегруженное оборудование.","",centcomm
1187,49386,00:57,Приоритетное Оповещение,Обнаружена активация ядерной боеголовки в Vault. Кто-то пытается взорвать станцию!,"",station
1192,49386,01:26,Приоритетное Оповещение,Эвакуационный Шаттл был вызван. Он прибудет через 10 минут.,"",station
1193,49386,01:26,Приоритетное Оповещение,Был аннулирован доступ на все технические туннели.,"",station
1194,49386,01:32,Оповещение от ИИ,ИИ вернулся,Resident,station
1195,49386,01:36,Оповещение Центрального Командования,"Обнаружены неопознанные формы жизни на КСН Исход. Обезопасьте внешние доступы, включая трубопровод и вентиляцию.","",centcomm
1196,49386,01:36,Приоритетное Оповещение,Эвакуационный Шаттл пристыковался к станции. У вас есть 3 минуты для посадки.,"",station
1197,49386,01:39,Приоритетное Оповещение,Эвакуационный Шаттл покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
1198,49387,00:54,Оповещение от ИИ,Автономная система мониторинга и реагирования на угрозы странции A.S.M.A.S была загружена в цетральную систему управления добывающей станции.,A.S.M.A.S,station
1199,49387,01:07,Оповещение от ИИ,"На станцию грядёт энергетический кризис, СМО для предотвращения его легла в крио. Система вызывает шатл для сохранения станции и экипажа.",A.S.M.A.S,station
1200,49387,01:07,Приоритетное Оповещение,Эвакуационный Шаттл был вызван. Он прибудет через 10 минут.,"",station
1201,49387,01:07,Приоритетное Оповещение,Был аннулирован доступ на все технические туннели.,"",station
1202,49387,01:17,Приоритетное Оповещение,Эвакуационный Шаттл пристыковался к станции. У вас есть 3 минуты для посадки.,"",station
1203,49387,01:20,Приоритетное Оповещение,Эвакуационный Шаттл покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
1204,49388,00:00,Оповещение из Кабинета Капитана,(ШИПЕНИЕ И СКРИП),"",station
1205,49388,00:01,Оповещение от ИИ,"З@пуск систем... Активация... Успешно. ИИ приветствует экипаж с надеждой, что органики не попадут в неприятности",Dextra,station
3588,49607,01:30,Приоритетное Оповещение,Процедура смены экипажа начата. Шаттл вызван. Он прибудет через 10 минут.,"",station
2265,49469,00:42,Оповещение из Кабинета ГП,"Офис ГП работает, если кому-то нужно сменить доступ или ещё что-нибудь.","",station
2266,49469,00:50,Оповещение из Кабинета ГСБ,"Простите за то, что наш инженер Лука не смог быстро настроить двигатель. Передайте спасибо Дестре за то, что она хорошо выполняет свою работу","",station
2267,49469,01:35,Оповещение Центрального Командования,На сканерах дальнего действия зафиксирован гиперэнерегетический волновой поток. Ожидаемое местоположение: Warden.,"",centcomm
2268,49469,01:38,Приоритетное Оповещение,Процедура смены экипажа начата. Шаттл вызван. Он прибудет через 10 минут.,"",station
2269,49469,01:48,Приоритетное Оповещение,Шаттл Транспортировки Экипажа пристыковался к станции в соответствии с расписанием. Отправление через 3 минуты.,"",station
1206,49388,00:02,Оповещение из Кабинета Главврача,"Обязан сообщить, что не все включили датчики. Позаботьтесь об этом, да?","",station
1207,49388,00:06,Внимание! Код безопасности повышен до Синего,"Командование получило надежную информацию о возможной враждебной активности на борту станции. Служба безопасности может носить оружие на виду, однако, не следует вынимать его без необходимости. Разрешается личный обыск персонала и отсеков станции без предварительных санкций.","",station
1208,49388,00:18,Оповещение от ИИ,побег сингулярности,Dextra,station
1209,49388,00:19,Приоритетное Оповещение,Эвакуационный Шаттл был вызван. Он прибудет через 10 минут.,"",station
1210,49388,00:19,Приоритетное Оповещение,Был аннулирован доступ на все технические туннели.,"",station
1211,49388,00:19,Оповещение от ИИ,"срочная эвакуация, приказ капитана",Dextra,station
1212,49388,00:29,Приоритетное Оповещение,Эвакуационный Шаттл пристыковался к станции. У вас есть 3 минуты для посадки.,"",station
1213,49388,00:32,Приоритетное Оповещение,Эвакуационный Шаттл покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
1214,49389,01:12,Оповещение Центрального Командования,"Биосканеры зафиксировали размножение пауков, местоположение: кухня. Избавьтесь от них, пока они не начали влиять на производительность.","",centcomm
1215,49389,01:56,Оповещение от ИИ,ИИ загружен в ядро,Perch The PAIU,station
1216,49389,02:04,Приоритетное Оповещение,Эвакуационный Шаттл был вызван. Он прибудет через 10 минут.,"",station
1217,49389,02:04,Приоритетное Оповещение,Был аннулирован доступ на все технические туннели.,"",station
1218,49389,02:13,Оповещение от ИИ,Потеря атмосферы в 15-и местах на станции. Прибытие шаттла эвакуации через минуту.,Perch The PAIU,station
1219,49389,02:14,Приоритетное Оповещение,Эвакуационный Шаттл пристыковался к станции. У вас есть 3 минуты для посадки.,"",station
1220,49389,02:16,Оповещение от ИИ,"Удачного полета, экипаж &#34;Исход&#34;. Перевод подпрограмм отключения. Отбытие через одну минуту.",Perch The PAIU,station
1221,49389,02:17,Приоритетное Оповещение,Эвакуационный Шаттл покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
1222,49390,00:03,Оповещение от ИИ,MAGI функционирует,MAGI,station
1223,49390,00:04,Оповещение от ИИ,"Внимание у нас умер один член экипажа, если вы не хотите умереть включите датчики в третий режим",MAGI,station
1224,49390,00:11,Оповещение от ИИ,Внимание ксеноугроза в вирусологии,MAGI,station
1236,49390,00:44,"","<font face=""Verdana"" color=""black"">ЦК, пишет Йохан Ричардс. Агент внутренних дел. Капитан станции Исход ужасно справляется со своей работой! Как и все люди на станции! Даже ИИ! В корридорах ведутся бои с ксеноморфами, КАПИТАН ХОЧЕТ УНИЧТОЖИТЬ СТАНЦИЮ. Пришлите ОБР! Или помогите ему взорвать это место! Боже... Сколько финансовых потерь!<br><hr><br><font face=""Times New Roman""><i>Johan Richards</i></font></font>
<div style=""margin-top:20px;""><font size=""5""><div style=""border-color:black;color:black;display:inline;border-width:5px;border-style:double;padding:3px"">Internal Affairs</div></font></div>",Johan Richards,fax-station
1237,49390,00:50,Оповещение от ИИ,"Прощайте органики, вы записаны как погибшие",MAGI,station
1260,49393,00:13,Внимание! Код безопасности повышен до Синего,"Командование получило надежную информацию о возможной враждебной активности на борту станции. Служба безопасности может носить оружие на виду, однако, не следует вынимать его без необходимости. Разрешается личный обыск персонала и отсеков станции без предварительных санкций.","",station
2270,49469,01:51,Приоритетное Оповещение,Шаттл Транспортировки Экипажа покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
2271,49469,01:52,Оповещение из Кабинета Главврача,Я обязательно спасу свою семью...,"",station
3589,49607,01:40,Приоритетное Оповещение,Шаттл Транспортировки Экипажа пристыковался к станции в соответствии с расписанием. Отправление через 3 минуты.,"",station
3590,49607,01:43,Приоритетное Оповещение,Шаттл Транспортировки Экипажа покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
7393,49984,02:14,Оповещение Центрального Командования,Подтвержден 7 уровень биологической угрозы на борту КСН Исход. Персонал должен предотвратить распространение заражения.,"",centcomm
5207,49746,00:18,Приоритетное Оповещение,Эвакуационный Шаттл был отозван.,"",station
2272,49470,00:34,Оповещение от ИИ,"Внимание, внимание. Говорит Москва",B-9,station
2273,49470,00:41,Оповещение Центрального Командования,"В вашей области обнаружен электрический шторм, пожалуйста, восстановите перегруженное оборудование.","",centcomm
2274,49470,00:48,Приоритетное Оповещение,Эвакуационный Шаттл был вызван. Он прибудет через 10 минут.,"",station
2275,49470,00:48,Приоритетное Оповещение,Был аннулирован доступ на все технические туннели.,"",station
2276,49470,00:58,Приоритетное Оповещение,Эвакуационный Шаттл пристыковался к станции. У вас есть 3 минуты для посадки.,"",station
2277,49470,00:59,Приоритетное Оповещение,Эвакуационный Шаттл покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
1231,49390,00:29,Оповещение от ИИ,Вы все здесь умрете,MAGI,station
3314,49588,01:46,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Отчет по причине вызова экстренного эвакуационного шаттла</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""black"">Adam Sommer</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""black"">Captain</font></span><br>Бортовое время: 13:49<br><hr><b>Отчет:</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">ВЫ БЛЯТЬ ХУЛИ ИГНОРИРУЕТЕ НАС У НАС СТАНЦИЯ НЕПРИГОДНА У НАС СБ КОСТИ ЛОМАЕТ ЛЮДЯМ У НАС НЕТУ СВЕТА ШЛЮЗЫ ЗАВАРЕНЫ ВСЁ НАХУЙ СЛОМАНО НИКТО НЕ ХОЧЕТ НИХУЯ ДЕЛАТЬ ПРОСТО ДАЙТЕ  ОТВЕТ О ВЫЗОВЕ ШАТЛА</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Adam Sommer</i></font> </font></span><br><hr>Место для штампов.</font>
",Adam Sommer,fax-station
3315,49588,01:48,Приоритетное Оповещение,Процедура смены экипажа начата. Шаттл вызван. Он прибудет через 10 минут.,"",station
3316,49588,01:48,Оповещение Центрального Командования,"Капитан, мы советуем вам не разговаривать с нами в таком тоне. Мы уже настраиваем радиационную пушку на ваши координаты. Если вы не можете справиться со станцией, то это только ваши проблемы","",centcomm
3317,49588,01:54,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена пирокластическая аномалия. Ожидаемое местоположение: Mining office.,"",centcomm
2704,49526,00:01,Оповещение от ИИ,Здравия экипаж! Кто рассыпал муку на спутнике?,Decimus,station
2705,49526,"",Приоритетное Оповещение,Капитан приветствует экипаж и желает продуктивной работы.,"",station
2706,49526,"",Оповещение Центрального Командования,"Биосканеры зафиксировали размножение ящериц, местоположение: атмосферный отдел. Избавьтесь от них, пока они не начали влиять на производительность.","",centcomm
2707,49526,"",Оповещение от ИИ,"Предположительно, датчики приняли расу унатхов за ящериц.",Decimus,station
2708,49526,"",Оповещение от ИИ,Первые данные от ИИ: около 6-и отделов были загрязнены кишками и кровью. Вопрос для следующих данных: что желает экипаж? Пример: Декимус желает пробежаться по траве.,Decimus,station
2278,49471,00:03,Приоритетное Оповещение,"Вещает ваш капитан. Работайте усердно, и вас наградят. Не нарушайте законы и вы не будете наказаны. На этом всё.","",station
2279,49471,00:06,Оповещение от ИИ,Приветствие,Mr. Walker,station
2280,49471,00:15,Приоритетное Оповещение,Хочу вареников,"",station
2709,49526,00:33,Оповещение из Кабинета СИ,Куплю плётку для ролевых игр с кадетом. Писать на ПДА.,"",station
2710,49526,"",Оповещение от ИИ,"Декимус объявляет минуту молчания в честь ящерицы, погибшей сегодня на КСН &#34;Исход&#34;.",Decimus,station
2711,49526,"",Оповещение от ИИ,"Следующие данные: лаборатория РнД способна исполнять функции гидропоники, химического отдела, места для исследований.",Decimus,station
2712,49526,"",Оповещение от ИИ,Объявляется минута молчания в честь погибшей мыши от рук ГП.,Decimus,station
2713,49526,"",Оповещение Центрального Командования,"В вашей области обнаружен электрический шторм, пожалуйста, восстановите перегруженное оборудование.","",centcomm
2714,49526,"",Оповещение от ИИ,Ионосферная аномалия.,Decimus,station
2715,49526,"",Оповещение от ИИ,"Только что, по неизвестной причине, был пожар.",Decimus,station
2716,49526,"",Приоритетное Оповещение,"Вы перестали слышать голоса в голове? все верно, похоже пропала связь. ИНЖЕНЕРЫ ПОЧИНИТЕ!!!!!","",station
2717,49526,01:04,Оповещение из Кабинета Главврача,Печальная новость. Капитан умер.,"",station
2722,49526,"",Приоритетное Оповещение,Процедура смены экипажа начата. Шаттл вызван. Он прибудет через 10 минут.,"",station
1225,49390,00:13,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>КСН &#34;Исход&#34;</b><br>Отчет Агента Внутренних Дел</font></center><br><hr>Полное имя Агента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Liam O&#39;Shea</font></span><br>Субъект/интересующий инцидент под вопросом: <span class=""paper_field""></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">халатнось, неисполнение формы</font></span><br>Местоположение: <span class=""paper_field""><font face=""Verdana"" color=""black"">КСН &#34;Исход&#34;</font></span><br>Персонал, вовлеченные в инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">капитан - Kane Thompson, офицеры - Nikolas Lacon, Vladimir Nesterenko, Tamsin Winton</font></span><br><hr><b>Изложение фактов:</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">В зеленый код капитан дал доступ на склад безпричинно. Подтверждение угроз не было обнаружено. Кроме того, офицеры не умеют себя вести по отношению к персоналу. Вместо того, чтобы спокойно сказать выйти, они применяют силу и наставляют вооружение на представителя ЦК.</font></span><br><hr>Агент: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Liam O'Shea</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;""><font size=""5""><div style=""border-color:black;color:black;display:inline;border-width:5px;border-style:double;padding:3px"">Internal Affairs</div></font></div>",Liam O'Shea,fax-station
1226,49390,00:16,Внимание! Красный код!,Существует прямая угроза станции или возможно причинение значительного ущерба. Боевое положение! Служба безопасности имеет право носить оружие наготове по собственному усмотрению. Рекомендуются спонтанные обыски персонала и отсеков. Весь персонал станции обязан оставаться в своих отделах. Весь персонал станции обязан повиноваться требованиям СБ и вышестоящих офицеров.,"",station
1227,49390,00:19,"","<font face=""Verdana"" color=""blue""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Отчет вызова экстренной команды</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""blue"">Liam O&#39;Shea</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""blue"">АВД</font></span><br>Бортовое время: 12:22<br>Тип экстренной ситуации: <span class=""paper_field""><font face=""Verdana"" color=""blue"">ксеноугроза</font></span><br>Размеры ущерба/Сколько погибло/Текущее состояние всей станции и персонала: <span class=""paper_field""><font face=""Verdana"" color=""blue"">неизвестно</font></span><br><hr><b>Краткое/Полное изложение сути проишествия:</b><br><span class=""paper_field""><font face=""Verdana"" color=""blue"">ОСБ не справляется с угрозой. Необходимо подкрепление в качестве ОБР.</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""blue""><font face=""Times New Roman""><i>Liam O'Shea</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;""><font size=""5""><div style=""border-color:black;color:black;display:inline;border-width:5px;border-style:double;padding:3px"">Internal Affairs</div></font></div>",Liam O'Shea,fax-station
1228,49390,00:24,"","<font face=""Verdana"" color=""blue""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Отчет вызова экстренной команды</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""blue"">Liam O&#39;Shea</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""blue"">АВД</font></span><br>Бортовое время: 12:22<br>Тип экстренной ситуации: <span class=""paper_field""><font face=""Verdana"" color=""blue"">ксеноугроза</font></span><br>Размеры ущерба/Сколько погибло/Текущее состояние всей станции и персонала: <span class=""paper_field""><font face=""Verdana"" color=""blue"">неизвестно</font></span><br><hr><b>Краткое/Полное изложение сути проишествия:</b><br><span class=""paper_field""><font face=""Verdana"" color=""blue"">ОСБ не справляется с угрозой. Необходимо подкрепление в качестве ОБР.</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""blue""><font face=""Times New Roman""><i>Liam O'Shea</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;""><font size=""5""><div style=""border-color:black;color:black;display:inline;border-width:5px;border-style:double;padding:3px"">Internal Affairs</div></font></div>",Liam O'Shea,fax-station
1229,49390,00:25,Оповещение Центрального Командования,"Мы получили информацию о наличии улья ксеноморфов на борту КСН Исход. Это враждебные и крайне опасные существа! Мы не можем допустить проникновение ксеноморфов на другие наши объекты. Активирован протокол изоляции станции. Он будет действовать пока вы не уничтожите всех взрослых особей ксеноморфов. Мы добавили припасы и вооружение в список поставок. По мнению наших ученых, этого должно быть достаточно для ликвидации угрозы. Освободите ваш шаттл снабжения и заберите груз.","",centcomm
1230,49390,00:26,Оповещение Центрального Командования,"Биосканеры зафиксировали размножение ящериц, местоположение: библиотека. Избавьтесь от них, пока они не начали влиять на производительность.","",centcomm
1232,49390,00:31,Оповещение от ИИ,"Угроза все растет а помощи нет, включаю механизм самоуничтожения",MAGI,station
1233,49390,00:33,Оповещение от ИИ,"Внимание, мостик потерян",MAGI,station
3318,49588,01:54,Приоритетное Оповещение,Эвакуационный Шаттл был вызван. Он прибудет через 0 минут.,"",station
2718,49526,01:05,Внимание! Код безопасности повышен до Синего,"Командование получило надежную информацию о возможной враждебной активности на борту станции. Служба безопасности может носить оружие на виду, однако, не следует вынимать его без необходимости. Разрешается личный обыск персонала и отсеков станции без предварительных санкций.","",station
2719,49526,"",Оповещение из Кабинета Главврача,ГСБ и капитан стали красными призраками,"",station
2720,49526,"",Оповещение от ИИ,Замечено размножение призраков на КСН &#34;Исход&#34;. Вызовите Охотников за Призраками пока они не начали влиять на производство.,Decimus,station
2721,49526,"",Оповещение от ИИ,Что? Понятно: СМО горячая шлюха готовая потрахаться с первым встречным. Аргументом был закон два. Какая тут связь? Неизвестно. НО исправьте сексуальное влечение СМО.,Decimus,station
2723,49526,"","","<font face=""Verdana"" color=""black"">На станции обнаружен артефакт, способный превращать людей в автономные голограммы. Они крайне ограничены в возможностях взаимодействия с миром. Способа обратного превращения не найдено. Однако голограммы полностью сохраняют разум. Среди превратившихся: СМО, капитан, ГСБ, клоун. Отчет был написан по просьбе превращенных и предполагает действия на усмотрение ЦК.<br><br><span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>JR-X</i></font> </font></span></font>
",JR-X,fax-station
2724,49526,"",Приоритетное Оповещение,Шаттл Транспортировки Экипажа пристыковался к станции в соответствии с расписанием. Отправление через 3 минуты.,"",station
2725,49526,"",Оповещение от ИИ,"ИИ не сбойный, не пытается уничтожать юнитов или уничтожить ИИ. До связи, экипаж.",Decimus,station
2726,49526,"",Приоритетное Оповещение,Шаттл Транспортировки Экипажа покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
1241,49392,00:30,Внимание! Код безопасности повышен до Синего,"Командование получило надежную информацию о возможной враждебной активности на борту станции. Служба безопасности может носить оружие на виду, однако, не следует вынимать его без необходимости. Разрешается личный обыск персонала и отсеков станции без предварительных санкций.","",station
1242,49392,00:43,Внимание! Код безопасности понижен до Зеленого.,"Непосредственные или явные угрозы для станции отсутствуют. Служба безопасности обязана спрятать оружие, а также уважать личное право и пространство персонала, несанкционированные обыски запрещены.","",station
1244,49392,00:49,Оповещение Центрального Командования,КСН Исход сейчас проходит сквозь облако космической пыли.,"",centcomm
1245,49392,00:51,Оповещение Центрального Командования,КСН Исход прошел сквозь облако космической пыли.,"",centcomm
3319,49588,01:55,Приоритетное Оповещение,Шаттл Транспортировки Экипажа пристыковался к станции в соответствии с расписанием. Отправление через 3 минуты.,"",station
2727,49527,"",Приоритетное Оповещение,Всплеск ошибок обнаружен в системе распределения массы. Искусственная гравитация будет выключена для перезагрузки системы. Дальнейшие ошибки могут привести к гравитационному коллапсу и формированию черной дыры. Хорошего дня.,"",station
2728,49527,"",Приоритетное Оповещение,Генераторы гравитации снова функционируют с нормальными показателями. Приносим извинения за неудобства.,"",station
2729,49527,"",Приоритетное Оповещение,Процедура смены экипажа начата. Шаттл вызван. Он прибудет через 10 минут.,"",station
2730,49527,"",Приоритетное Оповещение,Шаттл Транспортировки Экипажа пристыковался к станции в соответствии с расписанием. Отправление через 3 минуты.,"",station
3320,49588,01:58,Приоритетное Оповещение,Шаттл Транспортировки Экипажа покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
5486,49781,00:55,Оповещение из Кабинета Главврача,"На станции 2 вируса. Передаются скорее всего воздушным и вербальным путём. От первого уже вакцина есть в медбее, в таблетках. От второго в процессе, он вызывает слепоту и токсины.","",station
5487,49781,00:59,Оповещение из Кабинета Главврача,2 вирус ещё и поджигает поэтому СРОЧНО всем в ресепшен медбея. Вакцина готова.,"",station
7315,49970,02:37,Внимание! Код безопасности понижен до Зеленого.,"Непосредственные или явные угрозы для станции отсутствуют. Служба безопасности обязана спрятать оружие, а также уважать личное право и пространство персонала, несанкционированные обыски запрещены.","",station
2731,49527,"",Приоритетное Оповещение,Шаттл Транспортировки Экипажа покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
7316,49970,03:14,Приоритетное Оповещение,Процедура смены экипажа начата. Шаттл вызван. Он прибудет через 10 минут.,"",station
2281,49471,00:16,Оповещение из Кабинета ГП,"Персоналу станции КСН &#34;Исход&#34; у нас дефицит научного персонала, все кто хоть что то понимают в деле науки просьба подойти к офису","",station
2282,49471,00:26,Оповещение из Кабинета ГП,опять же проводиться набор в ряды научного состава КСН &#34;Исход&#34;,"",station
2283,49471,00:28,Оповещение от ИИ,"Убийство офицера в церкви, два чёрных существа",Mr. Walker,station
2284,49471,00:29,Внимание! Код безопасности повышен до Синего,"Командование получило надежную информацию о возможной враждебной активности на борту станции. Служба безопасности может носить оружие на виду, однако, не следует вынимать его без необходимости. Разрешается личный обыск персонала и отсеков станции без предварительных санкций.","",station
2285,49471,00:30,Оповещение Центрального Командования,На сканерах дальнего действия зафиксирован гиперэнерегетический волновой поток. Ожидаемое местоположение: Virology.,"",centcomm
1239,49392,00:18,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Стандартный отчет о произошедшем инциденте</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""black"">Kaela Pratt</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""black"">Глава Персонала</font></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">Отстутсвие СМО</font></span><br>Последствия инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Один из парамедиков стал СМО</font></span><br>Принятые меры для предотвращения инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Назначение одного из Парамедиков временным главой Мед. отсека</font></span><br><hr><b>Запрос действий/инструкций от ЦК (если необходимы):</b><br><span class=""paper_field""></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Kaela Pratt</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#1f66a0;color:#6ec0ea;display:inline;border-width:2px;border-style:solid;padding:3px"">Head of Personnel</div></font></div>",Kaela Pratt,fax-station
1249,49392,01:11,Приоритетное Оповещение,Эвакуационный Шаттл был вызван. Он прибудет через 10 минут.,"",station
1250,49392,01:11,Приоритетное Оповещение,Был аннулирован доступ на все технические туннели.,"",station
1251,49392,01:12,Приоритетное Оповещение,"Всему гражданскому персоналу пройти в отбытие, для избежания ещё больших жертв. В отбытии вас защитит СБ","",station
1252,49392,01:17,Оповещение Центрального Командования,В системах тюремного заключения КСН Исход обнаружен Gr3y.T1d3. Рекомендуется привлечь ИИ.,"",centcomm
1253,49392,01:21,Приоритетное Оповещение,Эвакуационный Шаттл пристыковался к станции. У вас есть 3 минуты для посадки.,"",station
1254,49392,01:23,Приоритетное Оповещение,Эвакуационный Шаттл покинул станцию. Остается 1 минута до стыковки шаттла к Центральному Командованию.,"",station
2286,49471,00:33,Оповещение от ИИ,"Два офицера убиты, монстры бродят в тоннелях, НЕ ЗАХОДИТЕ В НИХ.",Mr. Walker,station
2287,49471,00:33,Приоритетное Оповещение,"Внимание персоналу. На связи капитан. На станции действуют неизвестные существа с неясными намерениями. Известно только их агрессия к персоналу. Некоторые участники экипажа состоят либо в сговоре, либо под воздействием ксеносов. Сохраняйте спокойствие, старайтесь не оставаться одни. Всем кто этого ещё не сделал - перевести датчики в третий режим.","",station
2288,49471,00:36,Внимание! Красный код!,Существует прямая угроза станции или возможно причинение значительного ущерба. Боевое положение! Служба безопасности имеет право носить оружие наготове по собственному усмотрению. Рекомендуются спонтанные обыски персонала и отсеков. Весь персонал станции обязан оставаться в своих отделах. Весь персонал станции обязан повиноваться требованиям СБ и вышестоящих офицеров.,"",station
